cod_colegio,meac,fecha,av_acumulado,av_diario,colegio_meac
34,4,2020-03-11,0.4903,0.2406,34-4
34,4,2020-03-12,0.6001,0.1098,34-4
34,4,2020-03-13,0.8645,0.2644,34-4
34,4,2020-03-14,0.9003,0.0358,34-4
34,4,2020-03-15,0.9893,0.089,34-4
37,1,2020-03-13,0.0578,0.0578,37-1
37,1,2020-03-14,0.2002,0.1424,37-1
37,1,2020-03-15,0.3133,0.1131,37-1
37,2,2020-03-10,0.025,0.025,37-2
37,2,2020-03-11,0.321,0.296,37-2
37,2,2020-03-12,0.321,0.0,37-2
37,2,2020-03-13,0.3398,0.0188,37-2
37,2,2020-03-14,0.3997,0.0599,37-2
37,2,2020-03-15,0.4488,0.0491,37-2
37,3,2020-03-10,0.2734,0.2734,37-3
37,3,2020-03-11,0.45,0.1766,37-3
37,3,2020-03-12,0.45,0.0,37-3
37,3,2020-03-13,0.4853,0.0353,37-3
37,3,2020-03-14,0.5499,0.0646,37-3
37,3,2020-03-15,0.6146,0.0647,37-3
37,4,2020-03-12,0.02,0.02,37-4
37,4,2020-03-13,0.1001,0.0801,37-4
37,4,2020-03-14,0.15,0.0499,37-4
37,4,2020-03-15,0.2002,0.0502,37-4
40,1,2020-03-02,0.2519,0.2519,40-1
40,1,2020-03-03,0.3004,0.0485,40-1
40,1,2020-03-04,0.3857,0.0853,40-1
40,1,2020-03-05,0.4903,0.1046,40-1
40,1,2020-03-06,0.53,0.0397,40-1
40,1,2020-03-07,0.6001,0.0701,40-1
40,1,2020-03-08,0.6602,0.0601,40-1
40,1,2020-03-09,0.85,0.1898,40-1
40,1,2020-03-10,0.85,0.0,40-1
40,1,2020-03-11,0.85,0.0,40-1
40,1,2020-03-12,0.85,0.0,40-1
40,1,2020-03-13,0.8781,0.0281,40-1
40,1,2020-03-14,0.9003,0.0222,40-1
40,1,2020-03-15,0.9447,0.0444,40-1
40,2,2020-03-02,0.0991,0.0991,40-2
40,2,2020-03-03,0.2497,0.1506,40-2
40,2,2020-03-04,0.3857,0.136,40-2
40,2,2020-03-05,0.45,0.0643,40-2
40,2,2020-03-06,0.5201,0.0701,40-2
40,2,2020-03-07,0.5797,0.0596,40-2
40,2,2020-03-08,0.6001,0.0204,40-2
40,2,2020-03-09,0.85,0.2499,40-2
40,2,2020-03-10,0.85,0.0,40-2
40,2,2020-03-11,0.85,0.0,40-2
40,2,2020-03-12,0.85,0.0,40-2
40,2,2020-03-13,0.8525,0.0025,40-2
40,2,2020-03-14,0.9003,0.0478,40-2
40,2,2020-03-15,0.9298,0.0295,40-2
40,3,2020-03-02,0.1711,0.1711,40-3
40,3,2020-03-03,0.3004,0.1293,40-3
40,3,2020-03-04,0.4485,0.1481,40-3
40,3,2020-03-05,0.4903,0.0418,40-3
40,3,2020-03-06,0.53,0.0397,40-3
40,3,2020-03-07,0.64,0.11,40-3
40,3,2020-03-08,0.6802,0.0402,40-3
40,3,2020-03-09,0.85,0.1698,40-3
40,3,2020-03-10,0.85,0.0,40-3
40,3,2020-03-11,0.9599,0.1099,40-3
40,3,2020-03-12,0.9796,0.0197,40-3
40,3,2020-03-13,0.9901,0.0105,40-3
40,3,2020-03-14,0.9901,0.0,40-3
40,3,2020-03-15,0.993,0.0029,40-3
40,4,2020-03-04,0.0101,0.0101,40-4
40,4,2020-03-05,0.0101,0.0,40-4
40,4,2020-03-06,0.0101,0.0,40-4
40,4,2020-03-07,0.0101,0.0,40-4
40,4,2020-03-08,0.0101,0.0,40-4
40,4,2020-03-09,0.1001,0.09,40-4
40,4,2020-03-10,0.1001,0.0,40-4
40,4,2020-03-11,0.2701,0.17,40-4
40,4,2020-03-12,0.423,0.1529,40-4
40,4,2020-03-13,0.5447,0.1217,40-4
40,4,2020-03-14,0.64,0.0953,40-4
40,4,2020-03-15,0.7073,0.0673,40-4
40,5,2020-03-04,0.0109,0.0109,40-5
40,5,2020-03-05,0.0109,0.0,40-5
40,5,2020-03-06,0.0109,0.0,40-5
40,5,2020-03-07,0.0109,0.0,40-5
40,5,2020-03-08,0.0109,0.0,40-5
40,5,2020-03-09,0.1001,0.0892,40-5
40,5,2020-03-10,0.1001,0.0,40-5
40,5,2020-03-11,0.1001,0.0,40-5
40,5,2020-03-12,0.1809,0.0808,40-5
40,5,2020-03-13,0.2943,0.1134,40-5
40,5,2020-03-14,0.4097,0.1154,40-5
40,5,2020-03-15,0.5642,0.1545,40-5
41,1,2020-03-09,0.0229,0.0229,41-1
41,1,2020-03-10,0.3004,0.2775,41-1
41,1,2020-03-11,0.4065,0.1061,41-1
41,1,2020-03-12,0.4718,0.0653,41-1
41,1,2020-03-13,0.6001,0.1283,41-1
41,1,2020-03-14,0.7003,0.1002,41-1
41,1,2020-03-15,0.7497,0.0494,41-1
41,2,2020-03-09,0.0649,0.0649,41-2
41,2,2020-03-10,0.2002,0.1353,41-2
41,2,2020-03-11,0.4294,0.2292,41-2
41,2,2020-03-12,0.503,0.0736,41-2
41,2,2020-03-13,0.6001,0.0971,41-2
41,2,2020-03-14,0.7003,0.1002,41-2
41,2,2020-03-15,0.7497,0.0494,41-2
41,3,2020-03-02,0.0229,0.0229,41-3
41,3,2020-03-03,0.3004,0.2775,41-3
41,3,2020-03-04,0.4065,0.1061,41-3
41,3,2020-03-05,0.4718,0.0653,41-3
41,3,2020-03-06,0.6001,0.1283,41-3
41,3,2020-03-07,0.7003,0.1002,41-3
41,3,2020-03-08,0.7497,0.0494,41-3
41,3,2020-03-09,0.8202,0.0705,41-3
41,3,2020-03-10,0.8202,0.0,41-3
41,3,2020-03-11,0.8202,0.0,41-3
41,3,2020-03-12,0.9747,0.1545,41-3
41,3,2020-03-13,0.9796,0.0049,41-3
41,3,2020-03-14,0.9796,0.0,41-3
41,3,2020-03-15,0.9849,0.0053,41-3
41,4,2020-03-02,0.1518,0.1518,41-4
41,4,2020-03-03,0.2497,0.0979,41-4
41,4,2020-03-04,0.5095,0.2598,41-4
41,4,2020-03-05,0.5095,0.0,41-4
41,4,2020-03-06,0.6001,0.0906,41-4
41,4,2020-03-07,0.7003,0.1002,41-4
41,4,2020-03-08,0.7497,0.0494,41-4
41,4,2020-03-09,0.7801,0.0304,41-4
41,4,2020-03-10,0.9199,0.1398,41-4
41,4,2020-03-11,0.9199,0.0,41-4
41,4,2020-03-12,0.95,0.0301,41-4
41,4,2020-03-13,0.9599,0.0099,41-4
41,4,2020-03-14,0.9901,0.0302,41-4
41,4,2020-03-15,0.9921,0.002,41-4
41,5,2020-03-02,0.0649,0.0649,41-5
41,5,2020-03-03,0.2002,0.1353,41-5
41,5,2020-03-04,0.4294,0.2292,41-5
41,5,2020-03-05,0.503,0.0736,41-5
41,5,2020-03-06,0.6001,0.0971,41-5
41,5,2020-03-07,0.7003,0.1002,41-5
41,5,2020-03-08,0.7497,0.0494,41-5
41,5,2020-03-09,0.7698,0.0201,41-5
41,5,2020-03-10,0.85,0.0802,41-5
41,5,2020-03-11,0.85,0.0,41-5
41,5,2020-03-12,0.9549,0.1049,41-5
41,5,2020-03-13,0.9599,0.005,41-5
41,5,2020-03-14,0.9901,0.0302,41-5
41,5,2020-03-15,0.9921,0.002,41-5
41,6,2020-03-02,0.1979,0.1979,41-6
41,6,2020-03-03,0.3004,0.1025,41-6
41,6,2020-03-04,0.4794,0.179,41-6
41,6,2020-03-05,0.503,0.0236,41-6
41,6,2020-03-06,0.6001,0.0971,41-6
41,6,2020-03-07,0.7003,0.1002,41-6
41,6,2020-03-08,0.7497,0.0494,41-6
41,6,2020-03-09,0.8202,0.0705,41-6
41,6,2020-03-10,0.85,0.0298,41-6
41,6,2020-03-11,0.85,0.0,41-6
41,6,2020-03-12,0.9569,0.1069,41-6
41,6,2020-03-13,0.9599,0.003,41-6
41,6,2020-03-14,0.9901,0.0302,41-6
41,6,2020-03-15,0.9921,0.002,41-6
41,7,2020-03-02,0.2123,0.2123,41-7
41,7,2020-03-03,0.3202,0.1079,41-7
41,7,2020-03-04,0.4477,0.1275,41-7
41,7,2020-03-05,0.503,0.0553,41-7
41,7,2020-03-06,0.6001,0.0971,41-7
41,7,2020-03-07,0.7003,0.1002,41-7
41,7,2020-03-08,0.7497,0.0494,41-7
41,7,2020-03-09,0.8202,0.0705,41-7
41,7,2020-03-10,0.8698,0.0496,41-7
41,7,2020-03-11,0.8698,0.0,41-7
41,7,2020-03-12,0.9091,0.0393,41-7
41,7,2020-03-13,0.9199,0.0108,41-7
41,7,2020-03-14,0.9901,0.0702,41-7
41,7,2020-03-15,0.9901,0.0,41-7
41,8,2020-03-02,0.1511,0.1511,41-8
41,8,2020-03-03,0.3004,0.1493,41-8
41,8,2020-03-04,0.4537,0.1533,41-8
41,8,2020-03-05,0.503,0.0493,41-8
41,8,2020-03-06,0.6001,0.0971,41-8
41,8,2020-03-07,0.7003,0.1002,41-8
41,8,2020-03-08,0.7801,0.0798,41-8
41,8,2020-03-09,0.8202,0.0401,41-8
41,8,2020-03-10,0.9399,0.1197,41-8
41,8,2020-03-11,0.9399,0.0,41-8
41,8,2020-03-12,0.978,0.0381,41-8
41,8,2020-03-13,0.9796,0.0016,41-8
41,8,2020-03-14,0.9901,0.0105,41-8
41,8,2020-03-15,0.9901,0.0,41-8
41,12,2020-03-11,0.0497,0.0497,41-12
41,12,2020-03-12,0.3673,0.3176,41-12
41,12,2020-03-13,0.3673,0.0,41-12
41,12,2020-03-14,0.4202,0.0529,41-12
41,12,2020-03-15,0.4694,0.0492,41-12
41,13,2020-03-11,0.0497,0.0497,41-13
41,13,2020-03-12,0.3673,0.3176,41-13
41,13,2020-03-13,0.3673,0.0,41-13
41,13,2020-03-14,0.4202,0.0529,41-13
41,13,2020-03-15,0.4694,0.0492,41-13
41,14,2020-03-11,0.0497,0.0497,41-14
41,14,2020-03-12,0.2013,0.1516,41-14
41,14,2020-03-13,0.29,0.0887,41-14
41,14,2020-03-14,0.29,0.0,41-14
41,14,2020-03-15,0.3149,0.0249,41-14
41,15,2020-03-11,0.0497,0.0497,41-15
41,15,2020-03-12,0.2013,0.1516,41-15
41,15,2020-03-13,0.29,0.0887,41-15
41,15,2020-03-14,0.29,0.0,41-15
41,15,2020-03-15,0.3149,0.0249,41-15
55,1,2020-03-07,0.16,0.16,55-1
55,1,2020-03-08,0.1611,0.0011,55-1
55,1,2020-03-09,0.3101,0.149,55-1
55,1,2020-03-10,0.3131,0.003,55-1
55,1,2020-03-11,0.3131,0.0,55-1
55,1,2020-03-12,0.35,0.0369,55-1
55,1,2020-03-13,0.4903,0.1403,55-1
55,1,2020-03-14,0.4903,0.0,55-1
55,1,2020-03-15,0.4937,0.0034,55-1
55,2,2020-03-09,0.0692,0.0692,55-2
55,2,2020-03-10,0.378,0.3088,55-2
55,2,2020-03-11,0.5005,0.1225,55-2
55,2,2020-03-12,0.5271,0.0266,55-2
55,2,2020-03-13,0.53,0.0029,55-2
55,2,2020-03-14,0.53,0.0,55-2
55,2,2020-03-15,0.5327,0.0027,55-2
55,3,2020-03-06,0.0497,0.0497,55-3
55,3,2020-03-07,0.1101,0.0604,55-3
55,3,2020-03-08,0.2293,0.1192,55-3
55,3,2020-03-09,0.3131,0.0838,55-3
55,3,2020-03-10,0.378,0.0649,55-3
55,3,2020-03-11,0.4382,0.0602,55-3
55,3,2020-03-12,0.473,0.0348,55-3
55,3,2020-03-13,0.473,0.0,55-3
55,3,2020-03-14,0.473,0.0,55-3
55,3,2020-03-15,0.4786,0.0056,55-3
55,4,2020-03-06,0.1001,0.1001,55-4
55,4,2020-03-07,0.15,0.0499,55-4
55,4,2020-03-08,0.1895,0.0395,55-4
55,4,2020-03-09,0.3131,0.1236,55-4
55,4,2020-03-10,0.3479,0.0348,55-4
55,4,2020-03-11,0.4281,0.0802,55-4
55,4,2020-03-12,0.4769,0.0488,55-4
55,4,2020-03-13,0.4801,0.0032,55-4
55,4,2020-03-14,0.4801,0.0,55-4
55,4,2020-03-15,0.4836,0.0035,55-4
55,5,2020-03-08,0.1202,0.1202,55-5
55,5,2020-03-09,0.3131,0.1929,55-5
55,5,2020-03-10,0.3131,0.0,55-5
55,5,2020-03-11,0.3131,0.0,55-5
55,5,2020-03-12,0.35,0.0369,55-5
55,5,2020-03-13,0.4701,0.1201,55-5
55,5,2020-03-14,0.4701,0.0,55-5
55,5,2020-03-15,0.4736,0.0035,55-5
58,1,2020-03-07,0.0902,0.0902,58-1
58,1,2020-03-08,0.1814,0.0912,58-1
58,1,2020-03-09,0.2917,0.1103,58-1
58,1,2020-03-10,0.419,0.1273,58-1
58,1,2020-03-11,0.5613,0.1423,58-1
58,1,2020-03-12,0.7359,0.1746,58-1
58,1,2020-03-13,0.8416,0.1057,58-1
58,1,2020-03-14,0.9003,0.0587,58-1
58,1,2020-03-15,0.9913,0.091,58-1
58,2,2020-03-07,0.0298,0.0298,58-2
58,2,2020-03-08,0.0298,0.0,58-2
58,2,2020-03-09,0.2849,0.2551,58-2
58,2,2020-03-10,0.2997,0.0148,58-2
58,2,2020-03-11,0.4322,0.1325,58-2
58,2,2020-03-12,0.5671,0.1349,58-2
58,2,2020-03-13,0.7497,0.1826,58-2
58,2,2020-03-14,0.8698,0.1201,58-2
58,2,2020-03-15,0.9881,0.1183,58-2
